,ID_sub_SLS,kode_wilayah,kode_provinsi,nama_provinsi,kode_kabupaten,nama_kabupaten,kode_kecamatan,nama_kecamatan,kode_desa,nama_desa,kode_SLS,nama_SLS
200,32790100050049,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0049,RT 002 RW 010
201,32790100050050,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0050,RT 003 RW 010
202,32790100050051,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0051,RT 004 RW 010
203,32790100050052,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0052,RT 005 RW 010
204,32790100050053,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0053,RT 001 RW 011
205,32790100050054,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0054,RT 002 RW 011
206,32790100050055,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0055,RT 003 RW 011
207,32790100050056,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0056,RT 004 RW 011
208,32790100050057,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0057,RT 005 RW 011
209,32790100050058,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0058,RT 001 RW 012
210,32790100050059,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0059,RT 002 RW 012
211,32790100050060,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0060,RT 003 RW 012
212,32790100050061,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0061,RT 004 RW 012
213,32790100050062,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0062,RT 001 RW 013
214,32790100050063,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0063,RT 002 RW 013
215,32790100050064,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0064,RT 003 RW 013
216,32790100050065,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0065,RT 004 RW 013
217,32790100050066,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0066,RT 001 RW 014
218,32790100050067,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0067,RT 002 RW 014
219,32790100050068,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0068,RT 003 RW 014
220,32790100050069,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0069,RT 004 RW 014
221,32790100050070,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0070,RT 005 RW 014
222,32790100050071,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0071,RT 001 RW 015
223,32790100050072,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0072,RT 002 RW 015
224,32790100050073,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0073,RT 003 RW 015
225,32790100050074,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0074,RT 004 RW 015
226,32790100050075,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0075,RT 001 RW 016
227,32790100050076,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0076,RT 002 RW 016
228,32790100050077,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0077,RT 003 RW 016
229,32790100050078,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0078,RT 004 RW 016
230,32790100050079,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0079,RT 005 RW 016
231,32790100050080,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0080,RT 001 RW 017
232,32790100050081,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0081,RT 002 RW 017
233,32790100050082,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0082,RT 003 RW 017
234,32790100050083,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0083,RT 004 RW 017
235,32790100050084,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0084,RT 005 RW 017
236,32790100050085,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0085,RT 001 RW 018
237,32790100050086,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0086,RT 002 RW 018
238,32790100050087,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0087,RT 003 RW 018
239,32790100050088,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0088,RT 004 RW 018
240,32790100050089,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0089,RT 005 RW 018
241,32790100050090,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0090,RT 006 RW 018
242,32790100050091,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0091,RT 001 RW 019
243,32790100050092,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0092,RT 002 RW 019
244,32790100050093,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0093,RT 003 RW 019
245,32790100050094,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0094,RT 004 RW 019
246,32790100051001,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,1001,SAWAH PAMONG
247,32790100051002,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,1002,SAWAH SMA
248,32790100051003,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,1003,SAWAH BELAKANG SMK
249,32790100052004,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,2004,HUTAN PAMONGKORAN
250,32790100060001,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0001,RT 001 RW 001
251,32790100060002,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0002,RT 002 RW 001
252,32790100060003,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0003,RT 003 RW 001
253,32790100060004,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0004,RT 004 RW 001
254,32790100060005,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0005,RT 001 RW 002
255,32790100060006,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0006,RT 002 RW 002
256,32790100060007,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0007,RT 003 RW 002
257,32790100060008,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0008,RT 004 RW 002
258,32790100060009,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0009,RT 001 RW 003
259,32790100060010,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0010,RT 002 RW 003
260,32790100060011,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0011,RT 003 RW 003
261,32790100060012,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0012,RT 004 RW 003
262,32790100060013,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0013,RT 001 RW 004
263,32790100060014,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0014,RT 002 RW 004
264,32790100060015,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0015,RT 003 RW 004
265,32790100060016,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0016,RT 001 RW 005
266,32790100060017,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0017,RT 002 RW 005
267,32790100060018,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0018,RT 003 RW 005
268,32790100060019,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0019,RT 004 RW 005
269,32790100060020,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0020,RT 005 RW 005
270,32790100060021,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0021,RT 001 RW 006
271,32790100060022,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0022,RT 002 RW 006
272,32790100060023,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0023,RT 003 RW 006
273,32790100060024,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0024,RT 004 RW 006
274,32790100060025,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0025,RT 001 RW 007
275,32790100060026,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0026,RT 002 RW 007
276,32790100060027,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0027,RT 003 RW 007
277,32790100060028,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0028,RT 004 RW 007
278,32790100060029,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0029,RT 005 RW 007
279,32790100060030,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0030,RT 001 RW 008
280,32790100060031,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0031,RT 002 RW 008
281,32790100060032,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0032,RT 003 RW 008
282,32790100060033,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0033,RT 004 RW 008
283,32790100060034,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0034,RT 005 RW 008
284,32790100060035,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0035,RT 001 RW 009
285,32790100060036,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0036,RT 002 RW 009
286,32790100060037,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0037,RT 003 RW 009
287,32790100060038,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0038,RT 001 RW 010
288,32790100060039,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0039,RT 002 RW 010
289,32790100060040,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0040,RT 003 RW 010
290,32790100060041,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0041,RT 004 RW 010
291,32790100060042,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0042,RT 001 RW 011
292,32790100060043,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0043,RT 002 RW 011
293,32790100060044,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0044,RT 003 RW 011
294,32790100060045,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0045,RT 004 RW 011
295,32790100060046,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0046,RT 005 RW 011
296,32790100060047,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0047,RT 006 RW 011
297,32790100060048,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0048,RT 001 RW 012
298,32790100060049,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0049,RT 002 RW 012
299,32790100060050,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0050,RT 003 RW 012
300,32790100060051,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0051,RT 004 RW 012
301,32790100060052,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0052,RT 005 RW 012
302,32790100060053,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0053,RT 006 RW 012
303,32790100060054,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0054,RT 001 RW 013
304,32790100060055,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0055,RT 002 RW 013
305,32790100060056,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0056,RT 003 RW 013
306,32790100060057,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0057,RT 004 RW 013
307,32790100060058,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0058,RT 001 RW 014
308,32790100060059,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0059,RT 002 RW 014
309,32790100060060,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0060,RT 003 RW 014
310,32790100060061,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0061,RT 004 RW 014
311,32790100060062,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0062,RT 005 RW 014
312,32790100060063,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0063,RT 001 RW 015
313,32790100060064,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0064,RT 002 RW 015
314,32790100060065,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0065,RT 003 RW 015
315,32790100060066,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0066,RT 001 RW 016
316,32790100060067,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0067,RT 002 RW 016
317,32790100060068,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0068,RT 003 RW 016
318,32790100060069,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0069,RT 001 RW 017
319,32790100060070,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0070,RT 002 RW 017
320,32790100060071,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0071,RT 003 RW 017
321,32790100060072,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0072,RT 001 RW 018
322,32790100060073,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0073,RT 002 RW 018
323,32790100060074,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0074,RT 003 RW 018
324,32790100060075,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0075,RT 004 RW 018
325,32790100060076,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0076,RT 001 RW 019
326,32790100060077,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0077,RT 002 RW 019
327,32790100060078,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0078,RT 003 RW 019
328,32790100060079,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0079,RT 004 RW 019
329,32790100060080,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0080,RT 001 RW 020
330,32790100060081,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0081,RT 002 RW 020
331,32790100060082,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0082,RT 003 RW 020
332,32790100060083,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0083,RT 004 RW 020
333,32790100060084,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0084,RT 001 RW 021
334,32790100060085,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0085,RT 002 RW 021
335,32790100060086,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0086,RT 003 RW 021
336,32790100060087,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0087,RT 004 RW 021
337,32790100060088,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0088,RT 001 RW 022
338,32790100060089,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0089,RT 002 RW 022
339,32790100060090,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0090,RT 003 RW 022
340,32790100060091,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0091,RT 001 RW 023
341,32790100060092,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0092,RT 002 RW 023
342,32790100060093,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0093,RT 001 RW 024
343,32790100060094,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0094,RT 002 RW 024
344,32790100060095,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0095,RT 003 RW 024
345,32790100060096,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0096,RT 001 RW 025
346,32790100060097,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0097,RT 002 RW 025
347,32790100060098,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0098,RT 003 RW 025
348,32790100060099,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0099,RT 004 RW 025
349,32790100070001,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0001,RT 001 RW 001 DUSUN JAJAWAR KULON
350,32790100070002,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0002,RT 002 RW 001 DUSUN JAJAWAR KULON
351,32790100070003,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0003,RT 003 RW 001 DUSUN JAJAWAR KULON
352,32790100070004,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0004,RT 004 RW 001 DUSUN JAJAWAR KULON
353,32790100070005,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0005,RT 005 RW 001 DUSUN JAJAWAR KULON
354,32790100070006,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0006,RT 006 RW 002 DUSUN JAJAWAR WETAN
355,32790100070007,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0007,RT 007 RW 002 DUSUN JAJAWAR WETAN
356,32790100070008,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0008,RT 008 RW 002 DUSUN JAJAWAR WETAN
357,32790100070009,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0009,RT 009 RW 002 DUSUN JAJAWAR WETAN
358,32790100070010,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0010,RT 010 RW 003 DUSUN KARANGPUCUNG WETAN
359,32790100070011,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0011,RT 011 RW 003 DUSUN KARANGPUCUNG WETAN
360,32790100070012,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0012,RT 012 RW 003 DUSUN KARANGPUCUNG WETAN
361,32790100070013,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0013,RT 013 RW 003 DUSUN KARANGPUCUNG WETAN
362,32790100070014,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0014,RT 014 RW 004 DUSUN KARANGPUCUNG KULON
363,32790100070015,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0015,RT 015 RW 004 DUSUN KARANGPUCUNG KULON
364,32790100070016,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0016,RT 016 RW 004 DUSUN KARANGPUCUNG KULON
365,32790100070017,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0017,RT 017 RW 004 DUSUN KARANGPUCUNG KULON
366,32790100070018,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0018,RT 018 RW 005 DUSUN BALOKANG PATROL
367,32790100070019,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0019,RT 019 RW 005 DUSUN BALOKANG PATROL
368,32790100070020,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0020,RT 020 RW 005 DUSUN BALOKANG PATROL
369,32790100070021,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0021,RT 021 RW 005 DUSUN BALOKANG PATROL
370,32790100071001,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,1001,SAWAH CIBUNTU
371,32790100072002,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,2002,KEBUN GUNUNG TUGEL
372,32790200010001,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0001,RT 001 RW 001
373,32790200010002,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0002,RT 002 RW 001
374,32790200010003,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0003,RT 003 RW 001
375,32790200010004,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0004,RT 004 RW 002
376,32790200010005,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0005,RT 005 RW 002
377,32790200010006,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0006,RT 006 RW 002
378,32790200010007,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0007,RT 007 RW 003
379,32790200010008,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0008,RT 008 RW 003
380,32790200010009,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0009,RT 009 RW 004
381,32790200010010,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0010,RT 010 RW 004
382,32790200010011,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0011,RT 011 RW 005
383,32790200010012,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0012,RT 012 RW 005
384,32790200010013,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0013,RT 013 RW 006
385,32790200010014,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0014,RT 014 RW 006
386,32790200010015,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0015,RT 015 RW 007
387,32790200010016,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0016,RT 016 RW 007
388,32790200010017,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0017,RT 017 RW 008
389,32790200010018,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0018,RT 018 RW 008
390,32790200010019,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0019,RT 019 RW 009
391,32790200010020,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0020,RT 020 RW 009
392,32790200010021,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0021,RT 021 RW 010
393,32790200010022,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0022,RT 022 RW 010
394,32790200010023,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0023,RT 023 RW 011
395,32790200010024,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0024,RT 024 RW 011
396,32790200010025,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0025,RT 025 RW 012
397,32790200010026,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0026,RT 026 RW 012
398,32790200010027,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0027,RT 027 RW 013
399,32790200010028,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0028,RT 028 RW 013
400,32790200010029,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0029,RT 029A RW 014
401,32790200010030,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0030,RT 029B RW 014
402,32790200010031,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0031,RT 029C RW 014
403,32790200010032,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0032,RT 029D RW 014
404,32790200010033,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0033,RT 029E RW 014
405,32790200010034,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0034,RT 029F RW 014
406,32790200010035,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0035,RT 029G RW 014
407,32790200010036,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0036,RT 029H RW 014
408,32790200010037,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0037,RT 030A RW 014
409,32790200010038,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0038,RT 030B RW 014
410,32790200010039,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0039,RT 030C RW 014
411,32790200010040,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0040,RT 030D RW 014
412,32790200010041,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0041,RT 030E RW 014
