ID_sub_SLS,kode_wilayah,kode_provinsi,nama_provinsi,kode_kabupaten,nama_kabupaten,kode_kecamatan,nama_kecamatan,kode_desa,nama_desa,kode_SLS,nama_SLS
3279010005004600    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0046,RT 005 RW 009
3279010005004700    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0047,RT 006 RW 009
3279010005004800    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0048,RT 001 RW 010
3279010005004900    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0049,RT 002 RW 010
3279010005005000    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0050,RT 003 RW 010
3279010005005100    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0051,RT 004 RW 010
3279010005005200    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0052,RT 005 RW 010
3279010005005300    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0053,RT 001 RW 011
3279010005005400    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0054,RT 002 RW 011
3279010005005500    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0055,RT 003 RW 011
3279010005005600    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0056,RT 004 RW 011
3279010005005700    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0057,RT 005 RW 011
3279010005005800    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0058,RT 001 RW 012
3279010005005900    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0059,RT 002 RW 012
3279010005006000    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0060,RT 003 RW 012
3279010005006100    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0061,RT 004 RW 012
3279010005006200    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0062,RT 001 RW 013
3279010005006300    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0063,RT 002 RW 013
3279010005006400    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0064,RT 003 RW 013
3279010005006500    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0065,RT 004 RW 013
3279010005006600    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0066,RT 001 RW 014
3279010005006700    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0067,RT 002 RW 014
3279010005006800    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0068,RT 003 RW 014
3279010005006900    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0069,RT 004 RW 014
3279010005007000    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0070,RT 005 RW 014
3279010005007100    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0071,RT 001 RW 015
3279010005007200    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0072,RT 002 RW 015
3279010005007300    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0073,RT 003 RW 015
3279010005007400    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0074,RT 004 RW 015
3279010005007500    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0075,RT 001 RW 016
3279010005007600    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0076,RT 002 RW 016
3279010005007700    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0077,RT 003 RW 016
3279010005007800    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0078,RT 004 RW 016
3279010005007900    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0079,RT 005 RW 016
3279010005008000    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0080,RT 001 RW 017
3279010005008100    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0081,RT 002 RW 017
3279010005008200    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0082,RT 003 RW 017
3279010005008300    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0083,RT 004 RW 017
3279010005008400    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0084,RT 005 RW 017
3279010005008500    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0085,RT 001 RW 018
3279010005008600    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0086,RT 002 RW 018
3279010005008700    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0087,RT 003 RW 018
3279010005008800    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0088,RT 004 RW 018
3279010005008900    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0089,RT 005 RW 018
3279010005009000    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0090,RT 006 RW 018
3279010005009100    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0091,RT 001 RW 019
3279010005009200    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0092,RT 002 RW 019
3279010005009300    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0093,RT 003 RW 019
3279010005009400    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,0094,RT 004 RW 019
3279010005100100    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,1001,SAWAH PAMONG
3279010005100200    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,1002,SAWAH SMA
3279010005100300    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,1003,SAWAH BELAKANG SMK
3279010005200400    ,3279010005,32,JAWA BARAT,79,BANJAR,010,BANJAR,005,BANJAR,2004,HUTAN PAMONGKORAN
3279010006000100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0001,RT 001 RW 001
3279010006000200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0002,RT 002 RW 001
3279010006000300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0003,RT 003 RW 001
3279010006000400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0004,RT 004 RW 001
3279010006000500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0005,RT 001 RW 002
3279010006000600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0006,RT 002 RW 002
3279010006000700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0007,RT 003 RW 002
3279010006000800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0008,RT 004 RW 002
3279010006000900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0009,RT 001 RW 003
3279010006001000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0010,RT 002 RW 003
3279010006001100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0011,RT 003 RW 003
3279010006001200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0012,RT 004 RW 003
3279010006001300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0013,RT 001 RW 004
3279010006001400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0014,RT 002 RW 004
3279010006001500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0015,RT 003 RW 004
3279010006001600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0016,RT 001 RW 005
3279010006001700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0017,RT 002 RW 005
3279010006001800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0018,RT 003 RW 005
3279010006001900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0019,RT 004 RW 005
3279010006002000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0020,RT 005 RW 005
3279010006002100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0021,RT 001 RW 006
3279010006002200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0022,RT 002 RW 006
3279010006002300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0023,RT 003 RW 006
3279010006002400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0024,RT 004 RW 006
3279010006002500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0025,RT 001 RW 007
3279010006002600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0026,RT 002 RW 007
3279010006002700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0027,RT 003 RW 007
3279010006002800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0028,RT 004 RW 007
3279010006002900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0029,RT 005 RW 007
3279010006003000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0030,RT 001 RW 008
3279010006003100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0031,RT 002 RW 008
3279010006003200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0032,RT 003 RW 008
3279010006003300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0033,RT 004 RW 008
3279010006003400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0034,RT 005 RW 008
3279010006003500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0035,RT 001 RW 009
3279010006003600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0036,RT 002 RW 009
3279010006003700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0037,RT 003 RW 009
3279010006003800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0038,RT 001 RW 010
3279010006003900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0039,RT 002 RW 010
3279010006004000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0040,RT 003 RW 010
3279010006004100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0041,RT 004 RW 010
3279010006004200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0042,RT 001 RW 011
3279010006004300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0043,RT 002 RW 011
3279010006004400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0044,RT 003 RW 011
3279010006004500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0045,RT 004 RW 011
3279010006004600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0046,RT 005 RW 011
3279010006004700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0047,RT 006 RW 011
3279010006004800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0048,RT 001 RW 012
3279010006004900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0049,RT 002 RW 012
3279010006005000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0050,RT 003 RW 012
3279010006005100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0051,RT 004 RW 012
3279010006005200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0052,RT 005 RW 012
3279010006005300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0053,RT 006 RW 012
3279010006005400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0054,RT 001 RW 013
3279010006005500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0055,RT 002 RW 013
3279010006005600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0056,RT 003 RW 013
3279010006005700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0057,RT 004 RW 013
3279010006005800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0058,RT 001 RW 014
3279010006005900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0059,RT 002 RW 014
3279010006006000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0060,RT 003 RW 014
3279010006006100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0061,RT 004 RW 014
3279010006006200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0062,RT 005 RW 014
3279010006006300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0063,RT 001 RW 015
3279010006006400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0064,RT 002 RW 015
3279010006006500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0065,RT 003 RW 015
3279010006006600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0066,RT 001 RW 016
3279010006006700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0067,RT 002 RW 016
3279010006006800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0068,RT 003 RW 016
3279010006006900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0069,RT 001 RW 017
3279010006007000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0070,RT 002 RW 017
3279010006007100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0071,RT 003 RW 017
3279010006007200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0072,RT 001 RW 018
3279010006007300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0073,RT 002 RW 018
3279010006007400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0074,RT 003 RW 018
3279010006007500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0075,RT 004 RW 018
3279010006007600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0076,RT 001 RW 019
3279010006007700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0077,RT 002 RW 019
3279010006007800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0078,RT 003 RW 019
3279010006007900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0079,RT 004 RW 019
3279010006008000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0080,RT 001 RW 020
3279010006008100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0081,RT 002 RW 020
3279010006008200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0082,RT 003 RW 020
3279010006008300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0083,RT 004 RW 020
3279010006008400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0084,RT 001 RW 021
3279010006008500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0085,RT 002 RW 021
3279010006008600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0086,RT 003 RW 021
3279010006008700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0087,RT 004 RW 021
3279010006008800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0088,RT 001 RW 022
3279010006008900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0089,RT 002 RW 022
3279010006009000    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0090,RT 003 RW 022
3279010006009100    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0091,RT 001 RW 023
3279010006009200    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0092,RT 002 RW 023
3279010006009300    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0093,RT 001 RW 024
3279010006009400    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0094,RT 002 RW 024
3279010006009500    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0095,RT 003 RW 024
3279010006009600    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0096,RT 001 RW 025
3279010006009700    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0097,RT 002 RW 025
3279010006009800    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0098,RT 003 RW 025
3279010006009900    ,3279010006,32,JAWA BARAT,79,BANJAR,010,BANJAR,006,MEKARSARI,0099,RT 004 RW 025
3279010007000100    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0001,RT 001 RW 001 DUSUN JAJAWAR KULON
3279010007000200    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0002,RT 002 RW 001 DUSUN JAJAWAR KULON
3279010007000300    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0003,RT 003 RW 001 DUSUN JAJAWAR KULON
3279010007000400    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0004,RT 004 RW 001 DUSUN JAJAWAR KULON
3279010007000500    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0005,RT 005 RW 001 DUSUN JAJAWAR KULON
3279010007000600    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0006,RT 006 RW 002 DUSUN JAJAWAR WETAN
3279010007000700    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0007,RT 007 RW 002 DUSUN JAJAWAR WETAN
3279010007000800    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0008,RT 008 RW 002 DUSUN JAJAWAR WETAN
3279010007000900    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0009,RT 009 RW 002 DUSUN JAJAWAR WETAN
3279010007001000    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0010,RT 010 RW 003 DUSUN KARANGPUCUNG WETAN
3279010007001100    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0011,RT 011 RW 003 DUSUN KARANGPUCUNG WETAN
3279010007001200    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0012,RT 012 RW 003 DUSUN KARANGPUCUNG WETAN
3279010007001300    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0013,RT 013 RW 003 DUSUN KARANGPUCUNG WETAN
3279010007001400    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0014,RT 014 RW 004 DUSUN KARANGPUCUNG KULON
3279010007001500    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0015,RT 015 RW 004 DUSUN KARANGPUCUNG KULON
3279010007001600    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0016,RT 016 RW 004 DUSUN KARANGPUCUNG KULON
3279010007001700    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0017,RT 017 RW 004 DUSUN KARANGPUCUNG KULON
3279010007001800    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0018,RT 018 RW 005 DUSUN BALOKANG PATROL
3279010007001900    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0019,RT 019 RW 005 DUSUN BALOKANG PATROL
3279010007002000    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0020,RT 020 RW 005 DUSUN BALOKANG PATROL
3279010007002100    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,0021,RT 021 RW 005 DUSUN BALOKANG PATROL
3279010007100100    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,1001,SAWAH CIBUNTU
3279010007200200    ,3279010007,32,JAWA BARAT,79,BANJAR,010,BANJAR,007,JAJAWAR,2002,KEBUN GUNUNG TUGEL
3279020001000100    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0001,RT 001 RW 001
3279020001000200    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0002,RT 002 RW 001
3279020001000300    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0003,RT 003 RW 001
3279020001000400    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0004,RT 004 RW 002
3279020001000500    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0005,RT 005 RW 002
3279020001000600    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0006,RT 006 RW 002
3279020001000700    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0007,RT 007 RW 003
3279020001000800    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0008,RT 008 RW 003
3279020001000900    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0009,RT 009 RW 004
3279020001001000    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0010,RT 010 RW 004
3279020001001100    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0011,RT 011 RW 005
3279020001001200    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0012,RT 012 RW 005
3279020001001300    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0013,RT 013 RW 006
3279020001001400    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0014,RT 014 RW 006
3279020001001500    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0015,RT 015 RW 007
3279020001001600    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0016,RT 016 RW 007
3279020001001700    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0017,RT 017 RW 008
3279020001001800    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0018,RT 018 RW 008
3279020001001900    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0019,RT 019 RW 009
3279020001002000    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0020,RT 020 RW 009
3279020001002100    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0021,RT 021 RW 010
3279020001002200    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0022,RT 022 RW 010
3279020001002300    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0023,RT 023 RW 011
3279020001002400    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0024,RT 024 RW 011
3279020001002500    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0025,RT 025 RW 012
3279020001002600    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0026,RT 026 RW 012
3279020001002700    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0027,RT 027 RW 013
3279020001002800    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0028,RT 028 RW 013
3279020001002900    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0029,RT 029A RW 014
3279020001003000    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0030,RT 029B RW 014
3279020001003100    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0031,RT 029C RW 014
3279020001003200    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0032,RT 029D RW 014
3279020001003300    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0033,RT 029E RW 014
3279020001003400    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0034,RT 029F RW 014
3279020001003500    ,3279020001,32,JAWA BARAT,79,BANJAR,020,PURWAHARJA,001,PURWAHARJA,0035,RT 029G RW 014
